FIPS,State,"County, State",Year,Overall Food Insecurity Rate (1 Year),# of Food Insecure Persons Overall (1 Year),Food Insecurity Rate among Black Persons (all ethnicities),Food Insecurity Rate among Hispanic Persons (any race),"Food Insecurity Rate among White, non-Hispanic Persons ",Low Threshold in state,Low Threshold Type,High Threshold in state,High Threshold Type,% FI ≤ Low Threshold,% FI Btwn Thresholds,% FI > High Threshold,Child Food Insecurity Rate (1 Year),# of Food Insecure Children (1 Year),% food insecure children in HH w/ HH incomes below 185 FPL,% food insecure children in HH w/ HH incomes above 185 FPL,Cost Per Meal (1 Year),Weighted weekly $ needed by FI,Weighted Annual Food Budget Shortfall
5007,AR,"Benton County, Arkansas",2020,10.70%,"29,270",17%,14%,10%,130%,SNAP,185%,Other Nutrition Program,35.90%,23.80%,40.20%,10.90%,"7,820",86%,14%,$3.09 ,$16.38 ,"$14,546,000.00 "
5009,AR,"Boone County, Arkansas",2020,15.40%,"5,780",,16%,13%,130%,SNAP,185%,Other Nutrition Program,45.30%,26.10%,28.60%,16.70%,"1,420",84%,16%,$2.93 ,$15.55 ,"$2,726,000.00 "
5011,AR,"Bradley County, Arkansas",2020,14.90%,"1,620",24%,18%,12%,130%,SNAP,185%,Other Nutrition Program,65.10%,16.20%,18.70%,22.50%,590,88%,12%,$3.09 ,$16.38 ,"$805,000.00 "
5013,AR,"Calhoun County, Arkansas",2020,13.00%,670,22%,,11%,130%,SNAP,185%,Other Nutrition Program,50.90%,18.90%,30.20%,21.80%,210,74%,26%,$2.90 ,$15.42 ,"$313,000.00 "
5015,AR,"Carroll County, Arkansas",2020,14.00%,"3,920",,18%,11%,130%,SNAP,185%,Other Nutrition Program,48.30%,22.50%,29.20%,15.60%,960,79%,21%,$2.98 ,$15.81 ,"$1,880,000.00 "
5017,AR,"Chicot County, Arkansas",2020,20.70%,"2,160",26%,,16%,130%,SNAP,185%,Other Nutrition Program,70.30%,11.00%,18.80%,39.80%,920,80%,20%,$3.08 ,$16.37 ,"$1,073,000.00 "
5019,AR,"Clark County, Arkansas",2020,16.90%,"3,790",24%,21%,14%,130%,SNAP,185%,Other Nutrition Program,57.90%,13.20%,28.80%,25.00%,"1,060",69%,31%,$3.05 ,$16.19 ,"$1,861,000.00 "
5021,AR,"Clay County, Arkansas",2020,18.80%,"2,760",,,16%,130%,SNAP,185%,Other Nutrition Program,58.70%,18.20%,23.10%,23.10%,730,88%,12%,$2.75 ,$14.60 ,"$1,223,000.00 "
5023,AR,"Cleburne County, Arkansas",2020,16.10%,"4,040",,22%,13%,130%,SNAP,185%,Other Nutrition Program,46.10%,25.60%,28.30%,20.30%,960,85%,15%,$3.15 ,$16.75 ,"$2,052,000.00 "
5025,AR,"Cleveland County, Arkansas",2020,14.60%,"1,170",28%,,11%,130%,SNAP,185%,Other Nutrition Program,49.00%,31.40%,19.60%,21.10%,390,72%,28%,$3.09 ,$16.40 ,"$582,000.00 "
5027,AR,"Columbia County, Arkansas",2020,17.40%,"4,110",26%,21%,13%,130%,SNAP,185%,Other Nutrition Program,60.80%,5.90%,33.40%,27.70%,"1,360",65%,35%,$2.99 ,$15.85 ,"$1,976,000.00 "
5029,AR,"Conway County, Arkansas",2020,18.00%,"3,750",18%,24%,16%,130%,SNAP,185%,Other Nutrition Program,59.50%,18.30%,22.20%,23.70%,"1,130",87%,13%,$2.83 ,$15.04 ,"$1,711,000.00 "
5031,AR,"Craighead County, Arkansas",2020,16.00%,"17,490",32%,21%,13%,130%,SNAP,185%,Other Nutrition Program,53.20%,13.10%,33.60%,21.10%,"5,700",67%,33%,$2.87 ,$15.24 ,"$8,087,000.00 "
5033,AR,"Crawford County, Arkansas",2020,15.90%,"10,050",,21%,14%,130%,SNAP,185%,Other Nutrition Program,51.90%,23.00%,25.10%,20.40%,"3,160",82%,18%,$2.89 ,$15.32 ,"$4,671,000.00 "
5035,AR,"Crittenden County, Arkansas",2020,16.70%,"8,080",27%,21%,12%,130%,SNAP,185%,Other Nutrition Program,66.70%,5.60%,27.70%,31.40%,"4,130",70%,30%,$3.12 ,$16.56 ,"$4,059,000.00 "
5037,AR,"Cross County, Arkansas",2020,15.90%,"2,640",24%,,14%,130%,SNAP,185%,Other Nutrition Program,56.70%,16.10%,27.20%,21.80%,860,81%,19%,$2.73 ,$14.48 ,"$1,160,000.00 "
5039,AR,"Dallas County, Arkansas",2020,14.10%,"1,000",18%,,14%,130%,SNAP,185%,Other Nutrition Program,48.50%,20.40%,31.10%,23.40%,350,38%,62%,$2.89 ,$15.34 ,"$465,000.00 "
5041,AR,"Desha County, Arkansas",2020,17.40%,"2,010",27%,,12%,130%,SNAP,185%,Other Nutrition Program,78.50%,21.50%,0.00%,31.70%,940,74%,27%,$3.07 ,$16.29 ,"$993,000.00 "
5043,AR,"Drew County, Arkansas",2020,15.50%,"2,830",21%,23%,13%,130%,SNAP,185%,Other Nutrition Program,69.60%,6.80%,23.60%,24.50%,970,68%,32%,$3.09 ,$16.42 ,"$1,409,000.00 "
5045,AR,"Faulkner County, Arkansas",2020,14.30%,"17,810",22%,23%,12%,130%,SNAP,185%,Other Nutrition Program,53.20%,14.10%,32.70%,15.80%,"4,550",75%,26%,$3.08 ,$16.32 ,"$8,819,000.00 "
5047,AR,"Franklin County, Arkansas",2020,19.10%,"3,400",,,17%,130%,SNAP,185%,Other Nutrition Program,63.30%,9.50%,27.20%,21.30%,870,74%,26%,$2.83 ,$15.04 ,"$1,551,000.00 "
5049,AR,"Fulton County, Arkansas",2020,17.80%,"2,190",,,15%,130%,SNAP,185%,Other Nutrition Program,63.80%,19.30%,16.90%,19.60%,500,89%,12%,$2.86 ,$15.17 ,"$1,008,000.00 "
5051,AR,"Garland County, Arkansas",2020,17.60%,"17,410",32%,19%,14%,130%,SNAP,185%,Other Nutrition Program,52.90%,19.10%,28.00%,24.60%,"4,900",79%,21%,$3.06 ,$16.24 ,"$8,575,000.00 "
5053,AR,"Grant County, Arkansas",2020,14.20%,"2,590",,,12%,130%,SNAP,185%,Other Nutrition Program,38.90%,19.00%,42.10%,13.60%,550,67%,33%,$3.24 ,$17.19 ,"$1,351,000.00 "
5055,AR,"Greene County, Arkansas",2020,17.00%,"7,700",,20%,15%,130%,SNAP,185%,Other Nutrition Program,48.50%,23.40%,28.10%,20.90%,"2,300",83%,18%,$2.79 ,$14.83 ,"$3,464,000.00 "
5057,AR,"Hempstead County, Arkansas",2020,15.50%,"3,370",23%,24%,13%,130%,SNAP,185%,Other Nutrition Program,62.60%,10.70%,26.60%,25.70%,"1,420",75%,25%,$2.85 ,$15.11 ,"$1,545,000.00 "
5059,AR,"Hot Spring County, Arkansas",2020,15.80%,"5,330",27%,26%,13%,130%,SNAP,185%,Other Nutrition Program,45.80%,18.80%,35.40%,20.50%,"1,470",75%,25%,$2.95 ,$15.66 ,"$2,531,000.00 "
5061,AR,"Howard County, Arkansas",2020,15.10%,"2,010",30%,19%,13%,130%,SNAP,185%,Other Nutrition Program,62.30%,23.80%,14.00%,24.30%,840,85%,15%,$2.84 ,$15.08 ,"$919,000.00 "
5063,AR,"Independence County, Arkansas",2020,15.50%,"5,810",,21%,13%,130%,SNAP,185%,Other Nutrition Program,50.70%,21.40%,27.90%,17.70%,"1,600",84%,16%,$2.88 ,$15.28 ,"$2,693,000.00 "
5065,AR,"Izard County, Arkansas",2020,18.10%,"2,450",,,16%,130%,SNAP,185%,Other Nutrition Program,57.60%,24.70%,17.80%,23.40%,560,84%,16%,$3.19 ,$16.91 ,"$1,257,000.00 "
5067,AR,"Jackson County, Arkansas",2020,19.40%,"3,270",30%,,16%,130%,SNAP,185%,Other Nutrition Program,52.90%,14.80%,32.30%,25.80%,870,81%,19%,$2.90 ,$15.39 ,"$1,527,000.00 "
5069,AR,"Jefferson County, Arkansas",2020,16.30%,"11,080",23%,,13%,130%,SNAP,185%,Other Nutrition Program,61.00%,1.00%,38.00%,31.70%,"4,750",68%,32%,$3.03 ,$16.08 ,"$5,405,000.00 "
5071,AR,"Johnson County, Arkansas",2020,16.70%,"4,430",,18%,15%,130%,SNAP,185%,Other Nutrition Program,58.20%,32.10%,9.70%,19.70%,"1,270",98%,2%,$2.89 ,$15.33 ,"$2,060,000.00 "
5073,AR,"Lafayette County, Arkansas",2020,18.70%,"1,260",25%,,14%,130%,SNAP,185%,Other Nutrition Program,67.50%,11.00%,21.50%,32.40%,410,81%,19%,$3.01 ,$15.97 ,"$610,000.00 "
5075,AR,"Lawrence County, Arkansas",2020,17.00%,"2,800",,,15%,130%,SNAP,185%,Other Nutrition Program,51.90%,29.10%,19.00%,19.00%,690,84%,16%,$2.91 ,$15.47 ,"$1,314,000.00 "
5077,AR,"Lee County, Arkansas",2020,19.40%,"1,740",31%,,15%,130%,SNAP,185%,Other Nutrition Program,61.90%,1.00%,37.20%,35.10%,570,64%,36%,$2.68 ,$14.20 ,"$750,000.00 "
5079,AR,"Lincoln County, Arkansas",2020,15.20%,"2,010",19%,,12%,130%,SNAP,185%,Other Nutrition Program,36.20%,6.20%,57.60%,22.50%,500,62%,38%,$3.05 ,$16.20 ,"$988,000.00 "
5081,AR,"Little River County, Arkansas",2020,14.30%,"1,760",23%,,12%,130%,SNAP,185%,Other Nutrition Program,49.80%,21.00%,29.20%,20.80%,570,70%,30%,$2.99 ,$15.86 ,"$847,000.00 "
5083,AR,"Logan County, Arkansas",2020,17.30%,"3,730",,17%,15%,130%,SNAP,185%,Other Nutrition Program,54.30%,23.70%,22.00%,20.80%,980,83%,17%,$2.83 ,$15.04 ,"$1,702,000.00 "
5085,AR,"Lonoke County, Arkansas",2020,13.50%,"9,850",23%,17%,12%,130%,SNAP,185%,Other Nutrition Program,41.90%,20.50%,37.60%,15.60%,"2,930",72%,28%,$3.11 ,$16.50 ,"$4,931,000.00 "
5087,AR,"Madison County, Arkansas",2020,15.50%,"2,540",,,14%,130%,SNAP,185%,Other Nutrition Program,58.20%,16.70%,25.20%,18.80%,710,74%,27%,$3.02 ,$16.05 ,"$1,236,000.00 "
5089,AR,"Marion County, Arkansas",2020,18.20%,"3,010",,,15%,130%,SNAP,185%,Other Nutrition Program,53.00%,26.60%,20.40%,21.80%,660,80%,20%,$3.23 ,$17.12 ,"$1,563,000.00 "
5091,AR,"Miller County, Arkansas",2020,16.30%,"7,090",29%,23%,12%,130%,SNAP,185%,Other Nutrition Program,56.80%,11.80%,31.40%,23.80%,"2,460",80%,20%,$3.11 ,$16.51 ,"$3,551,000.00 "
5093,AR,"Mississippi County, Arkansas",2020,18.30%,"7,590",30%,21%,14%,130%,SNAP,185%,Other Nutrition Program,62.80%,10.30%,26.90%,29.50%,"3,210",75%,25%,$2.94 ,$15.61 ,"$3,594,000.00 "
5095,AR,"Monroe County, Arkansas",2020,18.30%,"1,260",28%,,13%,130%,SNAP,185%,Other Nutrition Program,66.00%,34.00%,0.00%,36.00%,520,66%,34%,$2.65 ,$14.06 ,"$537,000.00 "
5097,AR,"Montgomery County, Arkansas",2020,18.20%,"1,630",,,14%,130%,SNAP,185%,Other Nutrition Program,54.60%,29.60%,15.90%,22.90%,380,81%,19%,$3.10 ,$16.48 ,"$815,000.00 "
5099,AR,"Nevada County, Arkansas",2020,17.00%,"1,410",24%,,13%,130%,SNAP,185%,Other Nutrition Program,57.00%,16.70%,26.30%,28.70%,540,78%,22%,$2.82 ,$14.97 ,"$640,000.00 "
5101,AR,"Newton County, Arkansas",2020,14.10%,"1,090",,,12%,130%,SNAP,185%,Other Nutrition Program,41.90%,33.30%,24.80%,15.80%,240,71%,29%,$2.92 ,$15.51 ,"$513,000.00 "
5103,AR,"Ouachita County, Arkansas",2020,17.00%,"4,000",24%,24%,14%,130%,SNAP,185%,Other Nutrition Program,68.50%,3.40%,28.10%,30.30%,"1,610",70%,30%,$2.90 ,$15.42 ,"$1,870,000.00 "
5105,AR,"Perry County, Arkansas",2020,16.10%,"1,660",,,14%,130%,SNAP,185%,Other Nutrition Program,52.30%,19.90%,27.80%,18.50%,420,73%,27%,$2.85 ,$15.11 ,"$761,000.00 "
5107,AR,"Phillips County, Arkansas",2020,22.20%,"4,020",35%,,13%,130%,SNAP,185%,Other Nutrition Program,75.20%,24.80%,0.00%,41.40%,"1,930",70%,30%,$3.03 ,$16.08 ,"$1,960,000.00 "
5109,AR,"Pike County, Arkansas",2020,17.10%,"1,830",,21%,13%,130%,SNAP,185%,Other Nutrition Program,53.30%,21.40%,25.30%,18.30%,420,71%,29%,$3.07 ,$16.27 ,"$903,000.00 "
5111,AR,"Poinsett County, Arkansas",2020,18.20%,"4,330",31%,,15%,130%,SNAP,185%,Other Nutrition Program,56.90%,23.00%,20.10%,22.70%,"1,290",81%,19%,$2.68 ,$14.23 ,"$1,869,000.00 "
5113,AR,"Polk County, Arkansas",2020,18.80%,"3,770",,21%,18%,130%,SNAP,185%,Other Nutrition Program,58.60%,25.70%,15.70%,23.40%,"1,080",84%,16%,$2.94 ,$15.58 ,"$1,782,000.00 "
5115,AR,"Pope County, Arkansas",2020,14.80%,"9,450",25%,17%,14%,130%,SNAP,185%,Other Nutrition Program,54.50%,25.60%,19.90%,17.20%,"2,500",91%,9%,$2.93 ,$15.54 ,"$4,454,000.00 "
5117,AR,"Prairie County, Arkansas",2020,14.00%,"1,140",25%,,12%,130%,SNAP,185%,Other Nutrition Program,46.30%,29.40%,24.30%,18.40%,310,73%,27%,$3.12 ,$16.58 ,"$573,000.00 "
5119,AR,"Pulaski County, Arkansas",2020,14.70%,"57,690",23%,19%,11%,130%,SNAP,185%,Other Nutrition Program,53.80%,10.30%,35.90%,25.00%,"22,870",69%,31%,$3.15 ,$16.74 ,"$29,296,000.00 "
5121,AR,"Randolph County, Arkansas",2020,17.60%,"3,150",,,15%,130%,SNAP,185%,Other Nutrition Program,59.90%,22.50%,17.60%,20.90%,880,86%,14%,$2.79 ,$14.81 ,"$1,415,000.00 "
5123,AR,"St. Francis County, Arkansas",2020,19.50%,"4,970",26%,22%,16%,130%,SNAP,185%,Other Nutrition Program,62.90%,4.70%,32.50%,35.10%,"1,930",74%,26%,$2.73 ,$14.48 ,"$2,183,000.00 "
5125,AR,"Saline County, Arkansas",2020,11.60%,"14,010",16%,15%,10%,130%,SNAP,185%,Other Nutrition Program,36.30%,20.10%,43.50%,13.70%,"3,850",65%,35%,$3.21 ,$17.04 ,"$7,242,000.00 "
5127,AR,"Scott County, Arkansas",2020,16.40%,"1,680",,14%,16%,130%,SNAP,185%,Other Nutrition Program,56.90%,28.80%,14.30%,20.40%,500,90%,10%,$2.85 ,$15.14 ,"$771,000.00 "
5129,AR,"Searcy County, Arkansas",2020,20.30%,"1,600",,,15%,130%,SNAP,185%,Other Nutrition Program,61.70%,19.00%,19.30%,25.70%,400,89%,11%,$3.22 ,$17.08 ,"$829,000.00 "
5131,AR,"Sebastian County, Arkansas",2020,16.50%,"21,040",30%,21%,14%,130%,SNAP,185%,Other Nutrition Program,53.00%,24.50%,22.50%,21.20%,"6,480",86%,15%,$2.90 ,$15.40 ,"$9,831,000.00 "
5133,AR,"Sevier County, Arkansas",2020,15.20%,"2,580",26%,18%,14%,130%,SNAP,185%,Other Nutrition Program,58.10%,24.50%,17.40%,19.80%,960,96%,4%,$3.01 ,$15.97 ,"$1,250,000.00 "
5135,AR,"Sharp County, Arkansas",2020,18.20%,"3,130",,,15%,130%,SNAP,185%,Other Nutrition Program,58.90%,36.90%,4.20%,23.60%,840,93%,7%,$2.89 ,$15.32 ,"$1,454,000.00 "
5137,AR,"Stone County, Arkansas",2020,19.30%,"2,430",,,16%,130%,SNAP,185%,Other Nutrition Program,64.70%,33.80%,1.50%,21.10%,520,100%,0%,$3.15 ,$16.72 ,"$1,233,000.00 "
5139,AR,"Union County, Arkansas",2020,15.90%,"6,210",23%,,10%,130%,SNAP,185%,Other Nutrition Program,57.30%,7.10%,35.60%,25.10%,"2,360",63%,37%,$2.99 ,$15.87 ,"$2,989,000.00 "
5141,AR,"Van Buren County, Arkansas",2020,17.70%,"2,930",,,15%,130%,SNAP,185%,Other Nutrition Program,56.50%,29.50%,14.10%,20.60%,660,94%,7%,$3.17 ,$16.81 ,"$1,494,000.00 "
5143,AR,"Washington County, Arkansas",2020,13.50%,"31,830",26%,18%,13%,130%,SNAP,185%,Other Nutrition Program,50.70%,20.40%,28.80%,14.40%,"8,270",89%,11%,$3.09 ,$16.39 ,"$15,830,000.00 "
5145,AR,"White County, Arkansas",2020,15.40%,"12,150",24%,20%,13%,130%,SNAP,185%,Other Nutrition Program,52.90%,26.30%,20.80%,18.30%,"3,370",93%,8%,$2.90 ,$15.40 ,"$5,677,000.00 "
5147,AR,"Woodruff County, Arkansas",2020,16.90%,"1,090",26%,,14%,130%,SNAP,185%,Other Nutrition Program,64.60%,4.80%,30.60%,26.60%,370,57%,43%,$2.91 ,$15.44 ,"$511,000.00 "
5149,AR,"Yell County, Arkansas",2020,14.00%,"3,000",,18%,13%,130%,SNAP,185%,Other Nutrition Program,59.10%,25.80%,15.10%,16.90%,870,100%,0%,$2.81 ,$14.89 ,"$1,355,000.00 "
6001,CA,"Alameda County, California",2020,9.30%,"154,830",19%,13%,4%,200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",55.60%,,44.40%,11.40%,"39,050",57%,44%,$4.25 ,$22.54 ,"$105,872,000.00 "
6003,CA,"Alpine County, California",2020,11.70%,140,,,5%,200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",76.50%,,23.50%,15.00%,40,91%,9%,$3.68 ,$19.52 ,"$83,000.00 "
6005,CA,"Amador County, California",2020,10.60%,"4,160",,13%,5%,200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",51.00%,,49.00%,14.40%,860,57%,43%,$4.22 ,$22.38 ,"$2,825,000.00 "
6007,CA,"Butte County, California",2020,14.00%,"31,330",30%,18%,10%,200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",80.70%,,19.30%,17.90%,"8,050",69%,31%,$3.76 ,$19.97 ,"$18,980,000.00 "
6009,CA,"Calaveras County, California",2020,11.40%,"5,240",,17%,6%,200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",69.90%,,30.10%,16.40%,"1,250",65%,35%,$4.48 ,$23.77 ,"$3,779,000.00 "
6011,CA,"Colusa County, California",2020,12.90%,"2,760",,14%,7%,200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",85.60%,,14.40%,22.70%,"1,330",78%,22%,$3.47 ,$18.41 ,"$1,541,000.00 "
6013,CA,"Contra Costa County, California",2020,8.50%,"97,160",15%,14%,3%,200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",57.50%,,42.50%,11.80%,"30,650",56%,44%,$4.12 ,$21.88 ,"$64,482,000.00 "
6015,CA,"Del Norte County, California",2020,14.40%,"3,990",,17%,9%,200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",72.70%,,27.30%,20.00%,"1,200",80%,20%,$3.38 ,$17.96 ,"$2,174,000.00 "
6017,CA,"El Dorado County, California",2020,9.50%,"18,100",14%,15%,4%,200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",53.90%,,46.10%,10.40%,"3,930",51%,49%,$4.52 ,$23.99 ,"$13,173,000.00 "
6019,CA,"Fresno County, California",2020,14.40%,"142,780",26%,19%,7%,200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",85.10%,,14.90%,23.00%,"64,640",80%,20%,$3.32 ,$17.61 ,"$76,283,000.00 "
6021,CA,"Glenn County, California",2020,12.50%,"3,520",,17%,7%,200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",93.20%,,6.80%,17.10%,"1,280",79%,21%,$3.25 ,$17.23 ,"$1,840,000.00 "
6023,CA,"Humboldt County, California",2020,15.00%,"20,400",33%,20%,10%,200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",80.70%,,19.30%,17.50%,"4,550",72%,28%,$3.92 ,$20.78 ,"$12,859,000.00 "
6025,CA,"Imperial County, California",2020,19.00%,"34,270",25%,20%,7%,200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",84.70%,,15.30%,32.70%,"16,930",78%,22%,$2.85 ,$15.15 ,"$15,746,000.00 "
6027,CA,"Inyo County, California",2020,10.70%,"1,910",,16%,5%,200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",64.60%,,35.40%,13.70%,510,51%,49%,$3.36 ,$17.81 ,"$1,032,000.00 "
6029,CA,"Kern County, California",2020,14.30%,"127,510",26%,18%,9%,200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",86.00%,,14.00%,22.80%,"58,950",84%,16%,$3.19 ,$16.92 ,"$65,451,000.00 "
6031,CA,"Kings County, California",2020,12.60%,"19,010",18%,18%,7%,200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",83.30%,,16.70%,21.00%,"8,610",81%,19%,$3.19 ,$16.93 ,"$9,761,000.00 "
6033,CA,"Lake County, California",2020,15.00%,"9,610",26%,18%,10%,200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",79.40%,,20.60%,21.90%,"2,960",74%,27%,$3.99 ,$21.18 ,"$6,175,000.00 "
6035,CA,"Lassen County, California",2020,11.20%,"3,430",20%,,7%,200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",48.10%,,51.90%,15.70%,780,67%,33%,$3.80 ,$20.15 ,"$2,096,000.00 "
6037,CA,"Los Angeles County, California",2020,12.70%,"1,271,040",20%,16%,7%,200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",76.80%,,23.20%,20.10%,"438,950",73%,27%,$3.69 ,$19.59 ,"$755,450,000.00 "
6039,CA,"Madera County, California",2020,12.60%,"19,680",19%,18%,7%,200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",84.00%,,16.00%,21.50%,"9,210",82%,18%,$4.00 ,$21.23 ,"$12,674,000.00 "
6041,CA,"Marin County, California",2020,7.50%,"19,470",17%,14%,3%,200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",52.20%,,47.80%,5.30%,"2,760",89%,11%,$4.94 ,$26.20 ,"$15,475,000.00 "
6043,CA,"Mariposa County, California",2020,14.90%,"2,580",,19%,9%,200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",77.20%,,22.80%,22.80%,650,67%,33%,$4.00 ,$21.23 ,"$1,662,000.00 "
6045,CA,"Mendocino County, California",2020,13.90%,"12,130",,19%,9%,200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",82.00%,,18.00%,20.00%,"3,710",81%,19%,$3.71 ,$19.70 ,"$7,250,000.00 "
6047,CA,"Merced County, California",2020,13.90%,"38,150",25%,18%,9%,200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",90.20%,,9.80%,23.00%,"18,530",85%,15%,$3.43 ,$18.19 ,"$21,049,000.00 "
6049,CA,"Modoc County, California",2020,13.60%,"1,210",,17%,8%,200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",81.50%,,18.50%,18.10%,310,87%,13%,$3.80 ,$20.15 ,"$740,000.00 "
6051,CA,"Mono County, California",2020,10.70%,"1,540",,17%,3%,200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",63.20%,,36.80%,16.70%,500,68%,32%,$4.02 ,$21.36 ,"$998,000.00 "
6053,CA,"Monterey County, California",2020,10.20%,"44,380",17%,15%,5%,200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",82.70%,,17.30%,17.70%,"20,030",83%,17%,$3.70 ,$19.62 ,"$26,411,000.00 "
6055,CA,"Napa County, California",2020,8.70%,"12,070",12%,14%,4%,200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",59.40%,,40.60%,12.10%,"3,440",61%,39%,$4.37 ,$23.20 ,"$8,495,000.00 "
6057,CA,"Nevada County, California",2020,10.30%,"10,230",,15%,5%,200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",63.40%,,36.60%,11.30%,"1,930",71%,29%,$4.96 ,$26.34 ,"$8,174,000.00 "
6059,CA,"Orange County, California",2020,9.40%,"296,470",15%,14%,4%,200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",66.80%,,33.20%,12.30%,"85,990",70%,30%,$3.77 ,$20.02 ,"$180,052,000.00 "
6061,CA,"Placer County, California",2020,8.00%,"31,360",10%,13%,3%,200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",50.50%,,49.50%,7.90%,"6,860",53%,47%,$4.08 ,$21.66 ,"$20,600,000.00 "
6063,CA,"Plumas County, California",2020,13.10%,"2,470",,15%,6%,200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",65.80%,,34.20%,15.70%,500,62%,39%,$3.80 ,$20.15 ,"$1,510,000.00 "
6065,CA,"Riverside County, California",2020,9.70%,"237,110",15%,15%,6%,200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",79.60%,,20.40%,16.30%,"99,900",72%,28%,$3.41 ,$18.09 ,"$130,098,000.00 "
6067,CA,"Sacramento County, California",2020,11.70%,"179,280",20%,16%,6%,200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",72.00%,,28.00%,17.30%,"63,100",70%,30%,$3.57 ,$18.93 ,"$102,961,000.00 "
6069,CA,"San Benito County, California",2020,8.30%,"5,100",9%,14%,4%,200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",72.20%,,27.80%,14.50%,"2,300",71%,29%,$4.48 ,$23.77 ,"$3,677,000.00 "
6071,CA,"San Bernardino County, California",2020,10.60%,"228,340",21%,16%,7%,200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",80.90%,,19.10%,18.30%,"104,370",75%,25%,$3.34 ,$17.71 ,"$122,692,000.00 "
6073,CA,"San Diego County, California",2020,10.10%,"336,190",20%,15%,5%,200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",68.10%,,31.90%,14.20%,"102,300",67%,33%,$3.70 ,$19.62 ,"$200,073,000.00 "
6075,CA,"San Francisco County, California",2020,11.00%,"95,890",23%,14%,5%,200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",54.50%,,45.50%,9.10%,"10,730",65%,35%,$4.92 ,$26.13 ,"$76,010,000.00 "
6077,CA,"San Joaquin County, California",2020,12.10%,"90,820",20%,16%,7%,200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",77.30%,,22.70%,19.30%,"39,270",71%,29%,$3.53 ,$18.72 ,"$51,570,000.00 "
6079,CA,"San Luis Obispo County, California",2020,9.10%,"25,600",13%,14%,6%,200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",67.10%,,32.90%,11.40%,"5,670",63%,37%,$3.90 ,$20.71 ,"$16,082,000.00 "
6081,CA,"San Mateo County, California",2020,7.10%,"53,990",13%,13%,2%,200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",52.80%,,47.20%,5.80%,"9,150",75%,25%,$4.26 ,$22.61 ,"$37,033,000.00 "
